product_id,sales_count,first_date,days_active,turnover_rate,return_rate,category,brand,retail_price,department,cluster,strategy_group
57,4,2020-05-22 08:52:00,1908,0.0020964360587002098,0.0,Tops & Tees,TEXTILE Elizabeth and James,215.0,Women,2,저회전·저반품
58,4,2020-02-03 11:12:00,2016,0.001984126984126984,0.0,Tops & Tees,Madison,215.0,Women,2,저회전·저반품
59,8,2020-01-09 20:58:24,2041,0.0039196472317491425,0.125,Tops & Tees,Lucky Brand,44.5,Women,3,고회전·고반품
60,5,2020-03-02 07:43:00,1989,0.002513826043237808,0.0,Tops & Tees,Madison,258.0,Women,2,저회전·저반품
61,5,2020-04-09 01:41:00,1951,0.0025627883136852894,0.0,Tops & Tees,Calvin Klein,69.5,Women,2,저회전·저반품
62,8,2020-01-12 12:59:00,2038,0.003925417075564278,0.25,Tops & Tees,Calvin Klein,69.5,Women,3,고회전·고반품
63,5,2020-01-07 15:03:37,2043,0.0024473813020068525,0.2,Tops & Tees,Joie,208.0,Women,3,저회전·고반품
64,9,2020-02-25 10:54:00,1994,0.004513540621865597,0.4444444444444444,Tops & Tees,Chaus,46.700000762939446,Women,1,고회전·고반품
65,5,2020-01-19 08:53:00,2032,0.0024606299212598425,0.0,Tops & Tees,Alternative,48.0,Women,2,저회전·저반품
66,1,2020-03-16 13:32:00,1974,0.0005065856129685917,0.0,Tops & Tees,Plenty by Tracy Reese,188.0,Women,2,저회전·저반품
67,8,2020-02-28 06:12:00,1992,0.004016064257028112,0.0,Tops & Tees,D.E.P.T.,89.0,Women,0,고회전·저반품
68,3,2020-11-26 08:06:00,1720,0.0017441860465116279,0.3333333333333333,Tops & Tees,Seven7,44.0,Women,1,저회전·고반품
69,3,2020-02-12 12:32:00,2007,0.0014947683109118087,0.0,Tops & Tees,Vince Camuto,99.0,Women,2,저회전·저반품
70,7,2020-05-26 18:05:00,1903,0.0036784025223331584,0.0,Tops & Tees,LNA,99.0,Women,0,고회전·저반품
71,6,2019-07-30 02:56:18,2205,0.0027210884353741495,0.0,Tops & Tees,Plenty by Tracy Reese,158.0,Women,2,저회전·저반품
72,8,2020-07-16 20:33:00,1852,0.004319654427645789,0.25,Tops & Tees,Seven7,44.0,Women,3,고회전·고반품
73,9,2020-03-09 04:24:00,1982,0.004540867810292634,0.1111111111111111,Tops & Tees,Splendid,88.0,Women,0,고회전·고반품
75,7,2020-03-20 15:30:00,1970,0.003553299492385787,0.14285714285714285,Tops & Tees,Isaac Mizrahi Jeans,79.5,Women,3,고회전·고반품
76,3,2021-01-23 05:53:00,1662,0.0018050541516245488,0.0,Tops & Tees,Kenneth Cole,79.5,Women,2,저회전·저반품
77,3,2020-04-10 05:20:00,1950,0.0015384615384615385,0.0,Tops & Tees,Patterson J. Kincaid,158.0,Women,2,저회전·저반품
78,8,2020-05-19 10:33:00,1910,0.004188481675392671,0.0,Tops & Tees,Splendid,72.0,Women,0,고회전·저반품
79,6,2020-01-19 17:45:00,2031,0.0029542097488921715,0.16666666666666666,Tops & Tees,Calvin Klein,49.5,Women,3,저회전·고반품
80,7,2019-06-02 10:04:45,2262,0.003094606542882405,0.0,Tops & Tees,Democracy,54.0,Women,2,고회전·저반품
81,4,2019-01-17 01:25:00,2399,0.0016673614005835765,0.0,Tops & Tees,Vince Camuto,89.0,Women,2,저회전·저반품
82,8,2020-01-13 11:31:00,2037,0.0039273441335297005,0.0,Tops & Tees,Three Dots,75.0,Women,0,고회전·저반품
83,6,2020-06-17 21:45:17,1881,0.003189792663476874,0.0,Tops & Tees,BCBGMAXAZRIA,198.0,Women,2,고회전·저반품
84,6,2020-02-26 06:56:00,1994,0.003009027081243731,0.0,Tops & Tees,Calvin Klein,69.5,Women,2,고회전·저반품
85,7,2020-02-11 01:03:00,2009,0.003484320557491289,0.2857142857142857,Tops & Tees,BCBGeneration,69.98999786376953,Women,3,고회전·고반품
86,1,2020-05-22 15:43:00,1907,0.0005243838489774515,0.0,Tops & Tees,Lucky Brand,59.5,Women,2,저회전·저반품
87,10,2020-01-04 04:11:00,2047,0.004885197850512946,0.2,Tops & Tees,Calvin Klein,59.5,Women,0,고회전·고반품
88,8,2020-04-15 11:02:00,1944,0.00411522633744856,0.125,Tops & Tees,Vince Camuto,59.0,Women,0,고회전·고반품
89,5,2019-10-05 04:20:35,2138,0.0023386342376052385,0.2,Tops & Tees,Allegra K,11.119999885559082,Women,3,저회전·고반품
90,6,2020-12-28 08:41:00,1688,0.0035545023696682463,0.3333333333333333,Tops & Tees,Wilt,114.40000152587892,Women,3,고회전·고반품
91,4,2020-01-06 14:16:00,2044,0.0019569471624266144,0.0,Tops & Tees,Aryn K,66.0,Women,2,저회전·저반품
92,4,2020-09-20 07:29:00,1787,0.002238388360380526,0.0,Tops & Tees,Chaus,59.0,Women,2,저회전·저반품
93,4,2020-09-14 08:32:57,1793,0.002230897936419409,0.0,Tops & Tees,2b by bebe,29.950000762939453,Women,2,저회전·저반품
94,6,2020-02-23 13:19:00,1996,0.003006012024048096,0.16666666666666666,Tops & Tees,2b by bebe,29.950000762939453,Women,3,저회전·고반품
95,5,2020-07-13 04:47:00,1856,0.0026939655172413795,0.2,Tops & Tees,Bailey 44,121.0,Women,3,저회전·고반품
96,8,2020-03-09 04:19:00,1982,0.004036326942482341,0.125,Tops & Tees,BCBGeneration,68.0,Women,3,고회전·고반품
97,6,2020-02-14 17:42:00,2005,0.0029925187032418953,0.16666666666666666,Tops & Tees,Aryn K,64.0,Women,3,저회전·고반품
98,3,2019-08-16 09:36:32,2188,0.0013711151736745886,0.0,Tops & Tees,Patty,39.9900016784668,Women,2,저회전·저반품
99,5,2020-05-08 16:14:00,1921,0.0026028110359187923,0.0,Tops & Tees,Blue Juice,96.0,Women,2,저회전·저반품
100,8,2020-02-22 16:44:00,1997,0.00400600901352028,0.375,Tops & Tees,Annalee + Hope,38.9900016784668,Women,3,고회전·고반품
101,3,2020-04-23 15:01:00,1936,0.0015495867768595042,0.0,Tops & Tees,2b by bebe,22.950000762939453,Women,2,저회전·저반품
102,5,2020-07-02 01:45:00,1867,0.002678093197643278,0.2,Tops & Tees,U.S. Polo Assn.,25.0,Women,3,저회전·고반품
103,5,2020-03-20 15:29:00,1970,0.0025380710659898475,0.2,Tops & Tees,Three Dots,54.0,Women,3,저회전·고반품
104,9,2019-03-07 04:18:52,2350,0.003829787234042553,0.1111111111111111,Tops & Tees,Plenty by Tracy Reese,198.0,Women,3,고회전·고반품
105,3,2019-03-28 08:01:37,2329,0.0012881064834693002,0.0,Tops & Tees,Walking Dead,26.989999771118164,Women,2,저회전·저반품
106,2,2020-04-04 07:08:00,1956,0.0010224948875255625,0.5,Tops & Tees,Calvin Klein,79.5,Women,1,저회전·고반품
107,8,2020-03-15 15:35:00,1975,0.004050632911392405,0.25,Tops & Tees,Anne Klein,59.0,Women,3,고회전·고반품
108,7,2020-04-27 15:34:00,1932,0.0036231884057971015,0.14285714285714285,Tops & Tees,Next Level,23.989999771118164,Women,3,고회전·고반품
109,7,2020-01-06 09:48:00,2044,0.003424657534246575,0.0,Tops & Tees,YogaColors,12.989999771118164,Women,2,고회전·저반품
110,5,2020-03-05 18:05:00,1985,0.0025188916876574307,0.0,Tops & Tees,Neon Buddha,50.0,Women,2,저회전·저반품
111,6,2020-09-16 18:37:00,1790,0.0033519553072625698,0.16666666666666666,Tops & Tees,MANGO,24.989999771118164,Women,3,고회전·고반품
112,3,2020-05-31 07:59:00,1899,0.001579778830963665,0.0,Tops & Tees,Curve Appeal,17.5,Women,2,저회전·저반품
113,3,2020-04-24 15:33:00,1935,0.0015503875968992248,0.3333333333333333,Tops & Tees,YogaColors,13.989999771118164,Women,1,저회전·고반품
114,5,2020-01-09 15:02:00,2041,0.002449779519843214,0.0,Tops & Tees,Carhartt,44.950000762939446,Women,2,저회전·저반품
115,2,2020-08-24 06:35:00,1814,0.0011025358324145535,0.0,Tops & Tees,Patty,44.9900016784668,Women,2,저회전·저반품
116,7,2020-02-23 16:42:00,1996,0.0035070140280561123,0.0,Tops & Tees,NOLLIE,24.5,Women,2,고회전·저반품
117,4,2020-05-28 15:05:00,1901,0.0021041557075223566,0.0,Tops & Tees,Calvin Klein,39.5,Women,2,저회전·저반품
118,11,2019-02-19 23:31:07,2365,0.004651162790697674,0.18181818181818182,Tops & Tees,Kenneth Cole,46.220001220703125,Women,0,고회전·고반품
119,4,2020-01-08 15:49:00,2042,0.0019588638589618022,0.0,Tops & Tees,Sugarlips,13.949999809265137,Women,2,저회전·저반품
120,5,2020-04-04 18:55:00,1955,0.0025575447570332483,0.0,Tops & Tees,Allegra K,12.989999771118164,Women,2,저회전·저반품
121,8,2020-06-02 16:59:00,1896,0.004219409282700422,0.125,Tops & Tees,Bella,25.059999465942383,Women,0,고회전·고반품
122,7,2019-09-15 22:21:40,2157,0.003245248029670839,0.0,Tops & Tees,Bella,26.0,Women,2,고회전·저반품
123,3,2022-01-29 20:13:05,1290,0.002325581395348837,0.0,Tops & Tees,WESC,88.0,Women,2,저회전·저반품
124,6,2020-10-23 01:44:00,1754,0.0034207525655644243,0.16666666666666666,Tops & Tees,Allegra K,9.979999542236328,Women,3,고회전·고반품
125,3,2020-04-11 01:42:00,1949,0.0015392508978963571,0.0,Tops & Tees,Patty,33.97999954223633,Women,2,저회전·저반품
126,5,2020-01-16 08:26:00,2035,0.002457002457002457,0.0,Tops & Tees,Columbia,44.9900016784668,Women,2,저회전·저반품
127,2,2020-10-13 09:54:00,1763,0.0011344299489506524,0.0,Tops & Tees,Columbia,44.9900016784668,Women,2,저회전·저반품
128,7,2020-01-03 07:55:00,2048,0.00341796875,0.0,Tops & Tees,Patty,33.97999954223633,Women,2,고회전·저반품
129,10,2020-01-25 07:08:00,2026,0.004935834155972359,0.1,Tops & Tees,Woman Within,29.989999771118164,Women,0,고회전·고반품
130,5,2020-05-02 06:34:00,1928,0.0025933609958506223,0.0,Tops & Tees,Allegra K,12.399999618530272,Women,2,저회전·저반품
131,2,2020-03-12 07:56:00,1979,0.001010611419909045,0.0,Tops & Tees,Roxy,17.969999313354492,Women,2,저회전·저반품
132,4,2020-12-03 11:52:00,1712,0.002336448598130841,0.25,Tops & Tees,ASICS,30.0,Women,1,저회전·고반품
133,4,2020-05-10 08:46:00,1920,0.0020833333333333333,0.0,Tops & Tees,Columbia,50.0,Women,2,저회전·저반품
134,10,2020-05-08 04:39:00,1922,0.005202913631633715,0.0,Tops & Tees,Fox,22.5,Women,0,고회전·저반품
135,9,2020-02-21 05:22:00,1999,0.004502251125562781,0.1111111111111111,Tops & Tees,eVogues Apparel,32.9900016784668,Women,0,고회전·고반품
136,8,2019-10-25 01:10:59,2118,0.003777148253068933,0.125,Tops & Tees,Bella,29.989999771118164,Women,3,고회전·고반품
137,9,2020-04-26 01:04:00,1934,0.004653567735263702,0.2222222222222222,Tops & Tees,YogaColors,12.989999771118164,Women,3,고회전·고반품
138,6,2020-03-28 16:14:00,1962,0.0030581039755351682,0.0,Tops & Tees,Hot Chillys,40.0,Women,2,고회전·저반품
139,7,2020-08-17 10:54:00,1820,0.0038461538461538464,0.14285714285714285,Tops & Tees,Allen Allen,58.0,Women,3,고회전·고반품
140,7,2020-04-15 18:22:00,1944,0.00360082304526749,0.0,Tops & Tees,Hanes,12.989999771118164,Women,0,고회전·저반품
141,4,2020-02-19 17:50:00,2000,0.002,0.25,Tops & Tees,Allegra K,7.139999866485596,Women,1,저회전·고반품
142,4,2020-05-29 06:04:00,1901,0.0021041557075223566,0.0,Tops & Tees,YogaColors,11.989999771118164,Women,2,저회전·저반품
143,4,2020-06-07 06:11:00,1892,0.0021141649048625794,0.5,Tops & Tees,LAT Sportswear,29.989999771118164,Women,1,저회전·고반품
145,8,2020-01-25 17:59:00,2025,0.003950617283950617,0.125,Tops & Tees,Bella,29.989999771118164,Women,3,고회전·고반품
146,9,2020-02-04 00:32:23,2016,0.004464285714285714,0.0,Tops & Tees,Allegra K,9.319999694824215,Women,0,고회전·저반품
147,4,2020-08-04 14:53:00,1833,0.002182214948172395,0.0,Tops & Tees,Ed Garments,30.989999771118164,Women,2,저회전·저반품
148,4,2020-04-07 12:38:00,1952,0.0020491803278688526,0.0,Tops & Tees,Alternative,49.9900016784668,Women,2,저회전·저반품
150,5,2020-01-27 20:45:07,2023,0.002471576866040534,0.2,Tops & Tees,Next Level,20.989999771118164,Women,3,저회전·고반품
151,6,2020-01-13 21:32:31,2037,0.0029455081001472753,0.0,Tops & Tees,Myne,172.0,Women,2,저회전·저반품
152,8,2020-07-11 15:12:00,1857,0.004308023694130318,0.0,Tops & Tees,Curve Appeal,14.989999771118164,Women,0,고회전·저반품
153,6,2020-01-21 17:25:00,2029,0.002957121734844751,0.0,Tops & Tees,Under Armour,46.450000762939446,Women,2,저회전·저반품
154,9,2020-01-21 12:34:00,2029,0.004435682602267127,0.0,Tops & Tees,Ecko Red,25.0,Women,0,고회전·저반품
155,4,2020-02-01 06:09:00,2019,0.001981178801386825,0.0,Tops & Tees,Ralph Lauren,29.979999542236328,Women,2,저회전·저반품
156,5,2020-06-10 14:54:00,1888,0.0026483050847457626,0.0,Tops & Tees,Devon & Jones,39.9900016784668,Women,2,저회전·저반품
157,7,2019-09-13 16:40:44,2159,0.003242241778601204,0.0,Tops & Tees,Allegra K,12.890000343322754,Women,2,고회전·저반품
158,8,2020-01-27 13:42:00,2023,0.003954522985664854,0.125,Tops & Tees,Hollywood Star Fashion,8.350000381469727,Women,3,고회전·고반품
159,3,2019-12-11 04:22:36,2071,0.0014485755673587638,0.0,Tops & Tees,Columbia,97.5,Women,2,저회전·저반품
160,2,2020-07-11 13:24:00,1857,0.0010770059235325794,0.5,Tops & Tees,Allegra K,11.010000228881836,Women,1,저회전·고반품
161,4,2021-03-22 11:10:00,1603,0.002495321272613849,0.0,Tops & Tees,Signiture,13.989999771118164,Women,2,저회전·저반품
162,7,2020-02-13 14:05:00,2006,0.003489531405782652,0.0,Tops & Tees,Patty,34.9900016784668,Women,2,고회전·저반품
163,8,2021-01-12 08:06:00,1673,0.004781829049611476,0.0,Tops & Tees,Patty,32.97999954223633,Women,0,고회전·저반품
164,2,2020-03-23 09:42:00,1967,0.0010167768174885613,0.5,Tops & Tees,Allegra K,13.3100004196167,Women,1,저회전·고반품
165,5,2020-05-13 17:59:00,1916,0.0026096033402922755,0.2,Tops & Tees,Allegra K,12.130000114440918,Women,3,저회전·고반품
166,2,2021-06-06 03:35:00,1528,0.0013089005235602095,0.0,Tops & Tees,Allegra K,9.789999961853027,Women,2,저회전·저반품
167,4,2019-07-12 00:44:49,2223,0.001799370220422852,0.25,Tops & Tees,Patty,28.979999542236328,Women,1,저회전·고반품
168,5,2020-03-14 20:25:13,1976,0.0025303643724696357,0.0,Tops & Tees,U.S. Polo Assn.,25.0,Women,2,저회전·저반품
169,6,2019-08-21 02:45:35,2183,0.002748511223087494,0.0,Tops & Tees,Ralph Lauren,32.9900016784668,Women,2,저회전·저반품
170,7,2020-11-25 01:11:00,1721,0.004067402672864613,0.0,Tops & Tees,Ralph Lauren,27.989999771118164,Women,0,고회전·저반품
171,7,2019-10-28 00:49:37,2115,0.003309692671394799,0.0,Tops & Tees,Hollywood Star Fashion,8.5,Women,2,고회전·저반품
172,7,2020-03-21 12:28:00,1969,0.0035551041137633316,0.0,Tops & Tees,Patty,28.979999542236328,Women,2,고회전·저반품
173,6,2020-06-21 15:08:00,1877,0.0031965903036760787,0.0,Tops & Tees,Columbia,55.0,Women,2,고회전·저반품
174,5,2019-06-09 21:32:57,2255,0.0022172949002217295,0.2,Tops & Tees,Chestnut Hill,29.989999771118164,Women,3,저회전·고반품
175,5,2020-02-16 00:19:00,2004,0.00249500998003992,0.2,Tops & Tees,Woman Within,24.989999771118164,Women,3,저회전·고반품
176,6,2020-09-21 04:47:00,1786,0.0033594624860022394,0.0,Tops & Tees,Allegra K,11.489999771118164,Women,2,고회전·저반품
177,7,2019-11-11 09:49:50,2100,0.0033333333333333335,0.14285714285714285,Tops & Tees,Devon & Jones,15.989999771118164,Women,3,고회전·고반품
178,2,2020-11-11 22:32:01,1734,0.0011534025374855825,0.0,Tops & Tees,Patty,37.97999954223633,Women,2,저회전·저반품
179,7,2020-06-06 01:50:00,1893,0.0036978341257263604,0.0,Tops & Tees,Southpole,19.989999771118164,Women,0,고회전·저반품
180,6,2020-05-07 03:23:00,1923,0.0031201248049922,0.3333333333333333,Tops & Tees,Patty,31.979999542236328,Women,1,고회전·고반품
181,10,2019-10-04 12:45:06,2138,0.004677268475210477,0.0,Tops & Tees,Devon & Jones,29.989999771118164,Women,0,고회전·저반품
182,6,2020-05-27 03:09:00,1903,0.0031529164477141357,0.16666666666666666,Tops & Tees,Hanes,10.18000030517578,Women,3,고회전·고반품
183,4,2020-03-17 03:17:00,1974,0.002026342451874367,0.25,Tops & Tees,Hollister,19.989999771118164,Women,1,저회전·고반품
184,5,2020-05-29 06:28:00,1901,0.0026301946344029457,0.2,Tops & Tees,Allegra K,8.819999694824217,Women,3,저회전·고반품
185,6,2020-01-20 02:01:00,2031,0.0029542097488921715,0.0,Tops & Tees,UltraClub,43.9900016784668,Women,2,저회전·저반품
186,4,2020-02-04 06:36:00,2016,0.001984126984126984,0.25,Tops & Tees,Patty,27.979999542236328,Women,1,저회전·고반품
187,5,2020-03-31 02:50:04,1960,0.002551020408163265,0.0,Tops & Tees,Woolrich,25.0,Women,2,저회전·저반품
188,5,2020-12-08 00:57:00,1708,0.002927400468384075,0.0,Tops & Tees,Zenana,19.950000762939453,Women,2,저회전·저반품
189,3,2020-04-30 07:06:00,1930,0.0015544041450777201,0.0,Tops & Tees,Dickies Girl,25.0,Women,2,저회전·저반품
190,4,2020-01-20 09:28:00,2031,0.0019694731659281144,0.0,Tops & Tees,Dickies Girl,25.0,Women,2,저회전·저반품
191,10,2019-09-05 20:41:05,2167,0.0046146746654360865,0.1,Tops & Tees,ASICS,24.989999771118164,Women,0,고회전·고반품
192,4,2020-03-22 18:52:00,1968,0.0020325203252032522,0.25,Tops & Tees,Hanes,19.989999771118164,Women,1,저회전·고반품
193,9,2020-10-31 04:40:00,1746,0.005154639175257732,0.1111111111111111,Tops & Tees,FEA,19.989999771118164,Women,0,고회전·고반품
194,7,2020-01-07 00:39:00,2044,0.003424657534246575,0.14285714285714285,Tops & Tees,eVogues Apparel,27.989999771118164,Women,3,고회전·고반품
195,4,2020-10-21 05:46:00,1756,0.002277904328018223,0.25,Tops & Tees,Hot Chillys,40.0,Women,1,저회전·고반품
196,12,2019-11-22 18:13:34,2089,0.0057443752991862135,0.08333333333333333,Tops & Tees,High Style,11.989999771118164,Women,0,고회전·고반품
197,8,2020-05-10 10:06:00,1919,0.004168837936425221,0.0,Tops & Tees,Bella,39.9900016784668,Women,0,고회전·저반품
198,5,2020-04-28 14:56:00,1931,0.002589331952356292,0.0,Tops & Tees,U.S. Polo Assn.,25.0,Women,2,저회전·저반품
199,4,2020-08-25 09:18:00,1813,0.002206287920573635,0.0,Tops & Tees,Allegra K,12.93000030517578,Women,2,저회전·저반품
200,5,2020-05-23 14:34:00,1906,0.0026232948583420775,0.0,Tops & Tees,Under Armour,44.9900016784668,Women,2,저회전·저반품
201,6,2020-12-21 07:47:12,1695,0.0035398230088495575,0.0,Tops & Tees,Allegra K,12.93000030517578,Women,2,고회전·저반품
202,8,2020-01-02 11:44:00,2048,0.00390625,0.0,Tops & Tees,Allegra K,11.409999847412108,Women,0,고회전·저반품
203,4,2020-06-04 03:11:00,1895,0.0021108179419525065,0.25,Tops & Tees,Bella,19.989999771118164,Women,1,저회전·고반품
204,7,2020-01-16 09:33:00,2035,0.0034398034398034397,0.14285714285714285,Tops & Tees,Alternative,29.989999771118164,Women,3,고회전·고반품
205,3,2020-03-11 04:59:42,1980,0.0015151515151515152,0.0,Tops & Tees,Tresics,9.899999618530272,Women,2,저회전·저반품
206,4,2020-01-17 02:56:00,2034,0.0019665683382497543,0.0,Tops & Tees,YogaColors,11.989999771118164,Women,2,저회전·저반품
207,3,2021-03-11 16:29:00,1614,0.0018587360594795538,0.0,Tops & Tees,Allegra K,13.880000114440918,Women,2,저회전·저반품
